note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
1,1.0,1.0,1.0,8,5,1.0,1.0,1.0,9,5,1.0,1.0,1.0,9,2,0.5,1.0,3.0,9,4_major,1_major,4_major,1_major
5,1.0,1.0,1.0,9,5,1.0,1.0,1.0,9,2,0.5,1.0,3.0,9,3,0.25,1.0,4.0,9,1_major,4_major,1_major,4_major
5,0.125,0.5,3.5,5,,0.25,3.0,4.0,5,3,0.5,1.0,3.0,6,3,0.25,3.0,4.0,6,7_diminished,1_minor,2_diminished,1_minor
,0.25,3.0,4.0,5,3,0.5,1.0,3.0,6,3,0.25,3.0,4.0,6,1,0.5,1.0,3.0,7,1_minor,2_diminished,1_minor,2_diminished
2,0.25,1.0,4.0,10,5,1.0,1.9999999999999998,1.0,11,2,0.25,1.0,2.0,13,1,0.5,0.6666666666666666,3.0,13,5_major,1_major,5_major,6_minor
5,0.25,1.0,4.0,13,1,1.0,1.0,1.0,14,5,0.25,1.0,2.0,14,1,0.5,1.0,3.0,14,5_major,1_major,5_major,6_minor
1,1.0,1.0,1.0,5,1,1.0,2.0,1.0,5,3,1.0,1.0,1.0,6,2,0.25,1.0,2.0,6,6_minor,1_major,6_minor,1_major
1,1.0,2.0,1.0,5,3,1.0,1.0,1.0,6,2,0.25,1.0,2.0,6,3,0.5,1.0,3.0,6,1_major,6_minor,1_major,5_major
