note0_scaleDegree,note0_beatStrength,note0_duration,note0_beat,note0_measure,note1_scaleDegree,note1_beatStrength,note1_duration,note1_beat,note1_measure,note2_scaleDegree,note2_beatStrength,note2_duration,note2_beat,note2_measure,note3_scaleDegree,note3_beatStrength,note3_duration,note3_beat,note3_measure,prevChord0,prevChord1,prevChord2,targetChord
1,0.25,1.5,2.0,17,3,0.125,0.5,3.5,17,4,0.25,1.0,4.0,17,3,1.0,1.0,1.0,18,6_major,4_minor,5_major,1_minor
3,0.125,0.5,3.5,17,4,0.25,1.0,4.0,17,3,1.0,1.0,1.0,18,3,1.0,2.0,1.0,18,4_minor,5_major,1_minor,6_major
5,0.5,7.5,3.0,47,4,0.125,0.5,2.5,49,5,0.5,3.5,3.0,49,5,0.125,0.5,2.5,50,1_major,2_minor,1_major,2_minor
4,0.125,0.5,2.5,49,5,0.5,3.5,3.0,49,5,0.125,0.5,2.5,50,6,0.5,3.5,3.0,50,2_minor,1_major,2_minor,1_major
2,0.0625,0.25,1.75,4,2,0.25,1.0,2.0,4,1,0.5,1.0,3.0,4,1,0.25,3.0,4.0,4,5_major,1_major,4_major,1_major
2,0.25,1.0,2.0,4,1,0.5,1.0,3.0,4,1,0.25,3.0,4.0,4,4,0.5,1.0,3.0,5,1_major,4_major,1_major,4_major
1,0.5,1.0,3.0,3,3,1.0,1.0,1.0,4,4,0.25,1.0,2.0,4,5,0.5,1.0,3.0,4,4_major,1_major,4_major,1_major
3,1.0,1.0,1.0,4,4,0.25,1.0,2.0,4,5,0.5,1.0,3.0,4,5,0.25,1.0,4.0,4,1_major,4_major,1_major,4_major
4,1.0,1.0,1.0,2,3,0.25,1.0,2.0,2,2,0.5,1.0,3.0,2,2,0.25,1.0,4.0,2,1_major,4_major,3_minor,6_minor
3,0.25,1.0,2.0,2,2,0.5,1.0,3.0,2,2,0.25,1.0,4.0,2,3,1.0,1.0,1.0,3,4_major,3_minor,6_minor,1_major
2,1.0,1.0,1.0,6,1,0.5,1.0,3.0,6,1,0.25,1.0,4.0,6,7,1.0,1.0,1.0,7,4_minor,2_diminished,5_major,1_minor
1,0.5,1.0,3.0,6,1,0.25,1.0,4.0,6,7,1.0,1.0,1.0,7,6,0.25,1.0,2.0,7,2_diminished,5_major,1_minor,4_minor
2,1.0,1.0,1.0,14,2,1.0,1.0,1.0,14,1,0.5,1.0,3.0,14,1,0.5,1.0,3.0,14,1_minor,5_major,1_minor,5_major
2,1.0,1.0,1.0,14,1,0.5,1.0,3.0,14,1,0.5,1.0,3.0,14,3,1.0,1.0,1.0,15,5_major,1_minor,5_major,1_minor
5,0.5,2.0,3.0,1,3,1.0,1.0,1.0,2,3,1.0,1.0,1.0,2,3,0.5,1.5,3.0,2,5_minor,1_minor,2_minor,5_minor
3,1.0,1.0,1.0,2,3,1.0,1.0,1.0,2,3,0.5,1.5,3.0,2,2,0.125,0.5,4.5,2,1_minor,2_minor,5_minor,3_major
4,0.5,1.0,3.0,1,3,0.25,1.0,4.0,1,2,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,3_major,4_minor,1_minor,6_major
3,0.25,1.0,4.0,1,2,1.0,1.0,1.0,2,2,1.0,1.0,1.0,2,3,0.5,1.0,3.0,2,4_minor,1_minor,6_major,3_major
4,1.0,3.0,1.0,11,1,0.25,1.0,4.0,11,1,1.0,3.0,1.0,12,3,0.25,1.0,4.0,12,4_minor,7_major,4_minor,7_major
1,0.25,1.0,4.0,11,1,1.0,3.0,1.0,12,3,0.25,1.0,4.0,12,5,1.0,3.0,1.0,13,7_major,4_minor,7_major,4_minor
2,1.0,7.0,1.0,3,1,0.25,1.0,4.0,4,4,1.0,3.0,1.0,5,1,0.25,1.0,4.0,5,1_minor,5_major,1_minor,5_major
1,0.25,1.0,4.0,4,4,1.0,3.0,1.0,5,1,0.25,1.0,4.0,5,2,1.0,7.0,1.0,6,5_major,1_minor,5_major,1_minor
5,1.0,3.0,1.0,10,5,0.25,1.0,4.0,10,4,1.0,3.0,1.0,11,2,0.25,1.0,4.0,11,1_major,4_major,1_major,4_major
5,0.25,1.0,4.0,10,4,1.0,3.0,1.0,11,2,0.25,1.0,4.0,11,1,1.0,3.0,1.0,12,4_major,1_major,4_major,1_major
3,0.5,1.0,3.0,6,7,0.25,1.0,4.0,6,1,1.0,1.0,1.0,7,1,0.25,1.0,2.0,7,3_major,6_major,3_major,6_major
7,0.25,1.0,4.0,6,1,1.0,1.0,1.0,7,1,0.25,1.0,2.0,7,7,0.5,1.0,3.0,7,6_major,3_major,6_major,3_major
6,0.25,0.5,2.0,7,7,0.125,0.5,2.5,7,1,0.5,1.0,3.0,7,2,0.25,1.0,4.0,7,3_major,5_minor,6_major,3_major
7,0.125,0.5,2.5,7,1,0.5,1.0,3.0,7,2,0.25,1.0,4.0,7,7,1.0,1.0,1.0,8,5_minor,6_major,3_major,1_minor
3,1.0,1.0,1.0,18,3,1.0,1.0,1.0,18,3,0.5,1.0,3.0,18,5,0.25,1.0,4.0,18,1_major,5_major,1_major,6_minor
3,1.0,1.0,1.0,18,3,0.5,1.0,3.0,18,5,0.25,1.0,4.0,18,5,1.0,1.5,1.0,19,5_major,1_major,6_minor,1_major
1,1.0,2.0,1.0,1,6,0.5,1.0,3.0,1,6,0.25,1.0,4.0,1,1,1.0,2.0,1.0,2,1_minor,5_major,6_major,1_minor
6,0.5,1.0,3.0,1,6,0.25,1.0,4.0,1,1,1.0,2.0,1.0,2,6,0.5,1.0,3.0,2,5_major,6_major,1_minor,5_major
3,0.25,0.5,4.0,12,4,0.125,0.5,4.5,12,5,1.0,1.0,1.0,13,6,0.25,1.0,2.0,13,6_minor,4_major,1_major,2_minor
4,0.125,0.5,4.5,12,5,1.0,1.0,1.0,13,6,0.25,1.0,2.0,13,5,0.5,1.0,3.0,13,4_major,1_major,2_minor,5_major
1,1.0,1.0,1.0,1,2,0.25,1.0,2.0,1,3,0.5,1.0,3.0,1,2,0.25,1.0,4.0,1,4_major,1_minor,7_major,3_major
2,0.25,1.0,2.0,1,3,0.5,1.0,3.0,1,2,0.25,1.0,4.0,1,5,1.0,1.0,1.0,2,1_minor,7_major,3_major,4_major
4,0.125,0.5,2.5,1,5,0.5,1.0,3.0,1,3,0.25,1.0,4.0,1,2,1.0,1.0,1.0,2,2_minor,3_minor,6_minor,1_major
5,0.5,1.0,3.0,1,3,0.25,1.0,4.0,1,2,1.0,1.0,1.0,2,2,1.0,0.5,1.0,2,3_minor,6_minor,1_major,6_minor
3,1.0,1.0,1.0,6,2,0.25,2.0,2.0,6,3,0.25,1.0,4.0,6,3,1.0,1.0,1.0,7,5_major,1_minor,4_major,5_major
2,0.25,2.0,2.0,6,3,0.25,1.0,4.0,6,3,1.0,1.0,1.0,7,3,0.25,2.0,2.0,7,1_minor,4_major,5_major,1_minor
2,0.25,0.5,2.0,11,1,0.125,0.5,2.5,11,1,0.5,0.25,3.0,11,3,0.0625,0.75,3.25,11,6_major,4_minor,7_major,5_minor
1,0.125,0.5,2.5,11,1,0.5,0.25,3.0,11,3,0.0625,0.75,3.25,11,7,0.25,0.5,4.0,11,4_minor,7_major,5_minor,4_minor
5,1.0,7.0,1.0,4,3,0.25,1.0,4.0,5,2,1.0,3.0,1.0,6,3,0.25,1.0,4.0,6,1_major,4_major,1_major,4_major
3,0.25,1.0,4.0,5,2,1.0,3.0,1.0,6,3,0.25,1.0,4.0,6,3,1.0,3.0,1.0,7,4_major,1_major,4_major,1_major
1,0.25,1.0,4.0,2,7,1.0,1.0,1.0,3,7,1.0,1.0,1.0,3,2,0.25,1.0,4.0,3,6_major,5_major,1_minor,6_major
7,1.0,1.0,1.0,3,7,1.0,1.0,1.0,3,2,0.25,1.0,4.0,3,1,1.0,1.0,1.0,4,5_major,1_minor,6_major,5_major
1,0.5,1.0,3.0,7,1,0.25,1.0,4.0,7,7,1.0,1.0,1.0,8,6,0.25,1.0,2.0,8,6_major,3_major,1_minor,3_major
1,0.25,1.0,4.0,7,7,1.0,1.0,1.0,8,6,0.25,1.0,2.0,8,2,0.5,1.0,3.0,8,3_major,1_minor,3_major,6_major
5,0.125,0.5,4.5,6,5,1.0,1.0,1.0,7,4,0.25,0.5,2.0,7,2,0.125,0.5,2.5,7,7_major,5_minor,6_major,4_minor
5,1.0,1.0,1.0,7,4,0.25,0.5,2.0,7,2,0.125,0.5,2.5,7,3,0.5,0.25,3.0,7,5_minor,6_major,4_minor,7_major
